0.03, 0.582996743267753, 0, 0.0009318573391579547, 0
0.13, 0.5783144057076837, 0, 0.0005450410854000625, 0
0.23, 0.5836505811071008, 0, 0.0007673400973063648, 0
0.33, 0.5838125076125318, 0, 0.0005388860950666569, 0
0.53, 0.5845271042862319, 0, 0.0005141333472210355, 0
0.63, 0.5847917783609266, 0, 0.0005306758599982938, 0
0.83, 0.5844457400167888, 0, 0.0004972894084950646, 0
1.03, 0.5845320396971823, 0, 0.0004907733105444698, 0
1.53, 0.5787259842666808, 0, 0.00048642065036770467, 0
2.03, 0.5732609538460272, 0, 0.0004855514531723136, 0
2.53, 0.5672840430922121, 0, 0.0004857846794170159, 0
3.03, 0.5627583428931293, 0, 0.00048541745471129415, 0
4.03, 0.5548453384363335, 0, 0.0004853985315511556, 0
5.03, 0.5493458636395728, 0, 0.0004839743851421224, 0
6.03, 0.5427155163131013, 0, 0.00048333933159860817, 0
8.03, 0.5392184146721142, 0, 0.000478888926062675, 0
10.03, 0.5360070568341324, 0, 0.00047436435860439906, 0
12.03, 0.5359855176680545, 0, 0.00046955440780040137, 0
15.03, 0.5361883678832536, 0, 0.0004626323355868099, 0
18.03, 0.5363089774170873, 0, 0.00045806612301439677, 0
21.03, 0.5380702295457964, 0, 0.0004564312552353155, 0
25.03, 0.5397410347810601, 0, 0.00045605578752907675, 0
29.03, 0.541032184422215, 0, 0.0004550518980086728, 0
