0.03, 0.5921041966923535, 0, 0.0003416441506449906, 0
0.23, 0.5952842781023993, 0, 0.00032434604892834265, 0
0.33, 0.5950213599905749, 0, 0.0003126158884102877, 0
0.43, 0.5962219928013757, 0, 0.00030449647770236667, 0
0.53, 0.5970641442810692, 0, 0.00029910042738217344, 0
0.63, 0.598107206818929, 0, 0.0002966356959664663, 0
0.83, 0.6001878583544455, 0, 0.0002928889698033039, 0
1.03, 0.6019293462702415, 0, 0.0002931762553403247, 0
1.53, 0.6057428270378541, 0, 0.0002953357789847704, 0
2.03, 0.6092070443101871, 0, 0.0002998217829636866, 0
2.53, 0.612062016110502, 0, 0.00030167938698470243, 0
3.03, 0.6157867212093314, 0, 0.00030340080134161964, 0
4.03, 0.6198122892624446, 0, 0.00030649495601794524, 0
5.03, 0.6228961874866469, 0, 0.00030764340397671316, 0
6.03, 0.6261803401504888, 0, 0.0003089779617715381, 0
8.03, 0.6296540146720438, 0, 0.00031084026027490715, 0
10.03, 0.6312287602756379, 0, 0.0003121409669657261, 0
12.03, 0.632584409687686, 0, 0.0003128164769522706, 0
15.03, 0.63426794218641, 0, 0.00031443361230278717, 0
18.03, 0.6335090742095554, 0, 0.00031592696231458214, 0
21.03, 0.6348712584552456, 0, 0.00031626869700371676, 0
25.03, 0.6339738309688976, 0, 0.00031747470793496265, 0
29.03, 0.6351565883668879, 0, 0.00031860570179798476, 0
